,material_id,formation_energy_per_atom,ealstic_vector,pretty_formula,cif
87,FeCr50_1,-63.8944160013368, 175.846798901107,FeCr50,"# generated using pymatgen
 data_CrFe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrFe
_chemical_formula_sum   'Cr8 Fe8'
_cell_volume   174.45683200
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.00073471  0.99955680  0.00167332  1
  Fe  Fe1  1  0.25032008  0.24890524  0.25577467  1
  Fe  Fe2  1  0.00103115  0.00064416  0.49823763  1
  Cr  Cr3  1  0.24644291  0.24778883  0.74737949  1
  Cr  Cr4  1  0.00251764  0.49645910  0.00085810  1
  Fe  Fe5  1  0.25035010  0.75066641  0.25492511  1
  Fe  Fe6  1  0.00084676  0.49973410  0.49851060  1
  Cr  Cr7  1  0.24889814  0.75076535  0.74800527  1
  Cr  Cr8  1  0.49693456  0.00263921  0.00075356  1
  Cr  Cr9  1  0.75198300  0.24862882  0.25140575  1
  Fe  Fe10  1  0.49940840  0.00071542  0.49863714  1
  Fe  Fe11  1  0.74866611  0.25098009  0.74477921  1
  Cr  Cr12  1  0.49850495  0.49881689  0.00054598  1
  Cr  Cr13  1  0.75196089  0.75091343  0.25052489  1
  Fe  Fe14  1  0.49953108  0.49969288  0.49887659  1
  Cr  Cr15  1  0.75186954  0.75309328  0.74911270  1
" 
88,NiCr20_1,-68.6923909524954, 153.450490771465,NiCr20,"# generated using pymatgen
 data_Cr3Ni13
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr3Ni13
_chemical_formula_sum   'Cr3 Ni13'
_cell_volume   174.45683200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni1  1  0.24849499  0.24849499  0.25136329  1
  Ni  Ni2  1  0.00000000  0.00000000  0.50000000  1
  Ni  Ni3  1  0.24849499  0.24849499  0.74863671  1
  Cr  Cr4  1  0.00000000  0.50000000  0.00000000  1
  Ni  Ni5  1  0.24849499  0.75150501  0.25136329  1
  Ni  Ni6  1  0.00000000  0.50000000  0.50000000  1
  Ni  Ni7  1  0.24849499  0.75150501  0.74863671  1
  Cr  Cr8  1  0.50000000  0.00000000  0.00000000  1
  Ni  Ni9  1  0.75150501  0.24849499  0.25136329  1
  Ni  Ni10  1  0.50000000  0.00000000  0.50000000  1
  Ni  Ni11  1  0.75150501  0.24849499  0.74863671  1
  Ni  Ni12  1  0.50000000  0.50000000  0.00000000  1
  Ni  Ni13  1  0.75150501  0.75150501  0.25136329  1
  Cr  Cr14  1  0.50000000  0.50000000  0.50000000  1
  Ni  Ni15  1  0.75150501  0.75150501  0.74863671  1
" 
89,FeCr60_6,-63.5012482634888, 181.709113873609,FeCr60,"# generated using pymatgen
 data_Cr9Fe7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr9Fe7
_chemical_formula_sum   'Cr9 Fe7'
_cell_volume   174.45683200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.99981360  0.99978265  0.99843093  1
  Fe  Fe1  1  0.24960450  0.25039550  0.25391998  1
  Fe  Fe2  1  0.99955100  0.99973326  0.50313474  1
  Cr  Cr3  1  0.24861934  0.25138066  0.74896207  1
  Cr  Cr4  1  0.99985230  0.50014770  0.99786305  1
  Cr  Cr5  1  0.24785845  0.74711889  0.25205449  1
  Fe  Fe6  1  0.99981106  0.50018894  0.50366106  1
  Fe  Fe7  1  0.24901737  0.74982458  0.74573838  1
  Cr  Cr8  1  0.50026727  0.99973273  0.99904363  1
  Cr  Cr9  1  0.75288111  0.25214155  0.25205449  1
  Cr  Cr10  1  0.49960299  0.00039701  0.50001496  1
  Fe  Fe11  1  0.75017542  0.25098263  0.74573838  1
  Cr  Cr12  1  0.50021735  0.50018640  0.99843093  1
  Cr  Cr13  1  0.75141061  0.74858939  0.25223134  1
  Fe  Fe14  1  0.50026674  0.50044900  0.50313474  1
  Fe  Fe15  1  0.75105089  0.74894911  0.74558682  1
" 
90,Ni80Fe10Cr10_11,-206.385433276237, 189.133966932755,Ni80Fe10Cr10,"# generated using pymatgen
 data_Cr44(FeNi)5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.46704761
_cell_length_b   7.46704761
_cell_length_c   10.56000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr44(FeNi)5
_chemical_formula_sum   'Cr44 Fe5 Ni5'
_cell_volume   588.79180800
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.99970889  0.00034529  0.99975821  1
  Cr  Cr1  1  0.16612322  0.16612200  0.16739035  1
  Ni  Ni2  1  0.99909057  0.99896079  0.33544385  1
  Cr  Cr3  1  0.00204606  0.33446722  0.99962417  1
  Fe  Fe4  1  0.16701921  0.49887188  0.16686416  1
  Cr  Cr5  1  0.00111720  0.33301833  0.33372884  1
  Cr  Cr6  1  0.00053792  0.66505893  0.00083173  1
  Cr  Cr7  1  0.16450087  0.83401715  0.16981955  1
  Cr  Cr8  1  0.00005551  0.66773220  0.33559678  1
  Cr  Cr9  1  0.33376499  0.00170880  0.00052718  1
  Cr  Cr10  1  0.49983378  0.16771937  0.16881312  1
  Fe  Fe11  1  0.32979216  0.99882756  0.33485313  1
  Ni  Ni12  1  0.33244868  0.33408552  0.00169762  1
  Cr  Cr13  1  0.50043203  0.49927315  0.16700430  1
  Cr  Cr14  1  0.33391197  0.33303033  0.33192647  1
  Cr  Cr15  1  0.33187516  0.66482645  0.00249970  1
  Cr  Cr16  1  0.49932766  0.83293717  0.16652034  1
  Cr  Cr17  1  0.33246176  0.66664231  0.33299127  1
  Cr  Cr18  1  0.66616708  0.00026671  0.99902884  1
  Cr  Cr19  1  0.83470008  0.16626630  0.16847534  1
  Cr  Cr20  1  0.66663400  0.99984734  0.33258932  1
  Cr  Cr21  1  0.66625670  0.33266926  0.99960815  1
  Cr  Cr22  1  0.83359731  0.50007100  0.16860065  1
  Fe  Fe23  1  0.66868464  0.33434070  0.33467535  1
  Cr  Cr24  1  0.66705635  0.66665371  0.99841041  1
  Cr  Cr25  1  0.83394913  0.83389530  0.16570040  1
  Cr  Cr26  1  0.66730466  0.66750060  0.33522821  1
  Cr  Cr27  1  0.16660260  0.16465817  0.50076091  1
  Cr  Cr28  1  0.99955215  0.99912716  0.66534354  1
  Cr  Cr29  1  0.16791963  0.16622703  0.83200953  1
  Cr  Cr30  1  0.16693351  0.50038011  0.50022224  1
  Cr  Cr31  1  0.99904701  0.33507826  0.66711219  1
  Cr  Cr32  1  0.16664451  0.50006023  0.83512288  1
  Fe  Fe33  1  0.16579900  0.83622080  0.49855517  1
  Cr  Cr34  1  0.99887637  0.66656880  0.66345285  1
  Cr  Cr35  1  0.16707375  0.83410185  0.83048590  1
  Cr  Cr36  1  0.49907400  0.16667579  0.49876858  1
  Ni  Ni37  1  0.33278823  0.99949552  0.66354000  1
  Cr  Cr38  1  0.49768347  0.16704169  0.83211650  1
  Cr  Cr39  1  0.50160119  0.49942671  0.49980683  1
  Cr  Cr40  1  0.33314584  0.33231467  0.66772914  1
  Cr  Cr41  1  0.50047297  0.49983854  0.83335943  1
  Cr  Cr42  1  0.49946436  0.83412280  0.50044939  1
  Cr  Cr43  1  0.33243540  0.66830916  0.66493403  1
  Cr  Cr44  1  0.49788021  0.83281543  0.83270736  1
  Cr  Cr45  1  0.83392840  0.16560810  0.49776942  1
  Cr  Cr46  1  0.66601604  0.99929651  0.66831974  1
  Cr  Cr47  1  0.83461643  0.16824469  0.83397916  1
  Fe  Fe48  1  0.83294548  0.50027782  0.49896518  1
  Cr  Cr49  1  0.66857713  0.33349527  0.66493077  1
  Ni  Ni50  1  0.83383930  0.50040391  0.83145329  1
  Ni  Ni51  1  0.83530749  0.83305543  0.49878790  1
  Cr  Cr52  1  0.66898367  0.66674853  0.66609081  1
  Cr  Cr53  1  0.83439425  0.83125163  0.83501984  1
" 
91,FeCr60_5,-63.2512888587077, 188.862017877267,FeCr60,"# generated using pymatgen
 data_Cr9Fe7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr9Fe7
_chemical_formula_sum   'Cr9 Fe7'
_cell_volume   174.45683200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.00436761  0.00000000  0.00000000  1
  Cr  Cr1  1  0.25201751  0.24789435  0.25060632  1
  Fe  Fe2  1  0.00227123  0.00000000  0.50000000  1
  Fe  Fe3  1  0.24960237  0.24966423  0.74800483  1
  Cr  Cr4  1  0.00422810  0.50000000  0.00000000  1
  Fe  Fe5  1  0.24960237  0.75033577  0.25199517  1
  Fe  Fe6  1  0.99945542  0.50000000  0.50000000  1
  Cr  Cr7  1  0.25201751  0.75210565  0.74939368  1
  Fe  Fe8  1  0.49960090  0.00000000  0.00000000  1
  Cr  Cr9  1  0.74932763  0.24881115  0.25047041  1
  Fe  Fe10  1  0.49766089  0.00000000  0.50000000  1
  Cr  Cr11  1  0.74762102  0.24838614  0.74962188  1
  Fe  Fe12  1  0.49966131  0.50000000  0.00000000  1
  Cr  Cr13  1  0.74762102  0.75161386  0.25037812  1
  Cr  Cr14  1  0.49561751  0.50000000  0.50000000  1
  Cr  Cr15  1  0.74932763  0.75118885  0.74952959  1
" 
92,Ni60Fe20Cr20_1,-214.724476133982, 177.176409037553,Ni60Fe20Cr20,"# generated using pymatgen
 data_Cr17(FeNi)5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.46704761
_cell_length_b   7.46704761
_cell_length_c   10.56000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr17(FeNi)5
_chemical_formula_sum   'Cr34 Fe10 Ni10'
_cell_volume   588.79180800
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.99998755  0.00202736  0.00148873  1
  Fe  Fe1  1  0.16864764  0.16882088  0.16718473  1
  Fe  Fe2  1  0.99878773  0.00037242  0.32928140  1
  Cr  Cr3  1  0.00292292  0.33284291  0.99808902  1
  Cr  Cr4  1  0.16777423  0.50023567  0.16384684  1
  Fe  Fe5  1  0.00053329  0.33215085  0.33091439  1
  Ni  Ni6  1  0.99772982  0.66649297  0.99732334  1
  Cr  Cr7  1  0.16385025  0.83232359  0.16384861  1
  Cr  Cr8  1  0.99870558  0.66521357  0.33605487  1
  Cr  Cr9  1  0.33359216  0.00329741  0.99777541  1
  Ni  Ni10  1  0.50011409  0.16595990  0.16562951  1
  Cr  Cr11  1  0.33293611  0.99912060  0.33200163  1
  Ni  Ni12  1  0.33379406  0.33174563  0.00128992  1
  Cr  Cr13  1  0.49990418  0.49728886  0.16306515  1
  Fe  Fe14  1  0.33419550  0.33082430  0.32954852  1
  Ni  Ni15  1  0.33377410  0.66690684  0.00139268  1
  Fe  Fe16  1  0.49853052  0.83127274  0.16381167  1
  Cr  Cr17  1  0.33450295  0.66568607  0.33278226  1
  Cr  Cr18  1  0.66508561  0.99890606  0.00341673  1
  Fe  Fe19  1  0.83467325  0.16760673  0.16751106  1
  Cr  Cr20  1  0.66559471  0.99879657  0.32831927  1
  Cr  Cr21  1  0.66666634  0.33159076  0.99595312  1
  Cr  Cr22  1  0.83435839  0.50044319  0.16335635  1
  Cr  Cr23  1  0.66816942  0.33395769  0.33482063  1
  Ni  Ni24  1  0.66749078  0.66690680  0.00237080  1
  Fe  Fe25  1  0.83272917  0.83202955  0.16487284  1
  Cr  Cr26  1  0.66654476  0.66717492  0.33252230  1
  Cr  Cr27  1  0.16589402  0.16561366  0.49591221  1
  Cr  Cr28  1  0.00159160  0.00329697  0.66917572  1
  Ni  Ni29  1  0.16996452  0.16738983  0.83570579  1
  Cr  Cr30  1  0.16702326  0.49916222  0.49757850  1
  Cr  Cr31  1  0.99933196  0.33589079  0.66964628  1
  Cr  Cr32  1  0.16772473  0.50361017  0.83829153  1
  Cr  Cr33  1  0.16668055  0.83372613  0.50503129  1
  Fe  Fe34  1  0.00058185  0.66446302  0.66762968  1
  Cr  Cr35  1  0.16696162  0.83277790  0.83136261  1
  Cr  Cr36  1  0.49940256  0.16722278  0.50323768  1
  Fe  Fe37  1  0.33276377  0.00135471  0.66983398  1
  Ni  Ni38  1  0.49703978  0.16847636  0.83206100  1
  Cr  Cr39  1  0.50053866  0.49754755  0.49939762  1
  Cr  Cr40  1  0.33107798  0.33365562  0.66940374  1
  Cr  Cr41  1  0.50072465  0.50012806  0.83751028  1
  Cr  Cr42  1  0.49821057  0.83439859  0.50181191  1
  Ni  Ni43  1  0.33358597  0.66626309  0.66609687  1
  Cr  Cr44  1  0.49879429  0.83272837  0.83506728  1
  Cr  Cr45  1  0.83262518  0.16823629  0.49847006  1
  Cr  Cr46  1  0.66479140  0.00112880  0.66894056  1
  Cr  Cr47  1  0.83070458  0.16766388  0.83340323  1
  Ni  Ni48  1  0.83522432  0.49856826  0.50227585  1
  Fe  Fe49  1  0.66651842  0.33541627  0.66881238  1
  Ni  Ni50  1  0.83304081  0.50181455  0.83344362  1
  Cr  Cr51  1  0.83541295  0.83507991  0.49989201  1
  Cr  Cr52  1  0.66792689  0.66414814  0.66518193  1
  Cr  Cr53  1  0.83426795  0.83024321  0.83635459  1
" 
93,NiFe20_10,-72.1639414515478, 209.218181646218,NiFe20,"# generated using pymatgen
 data_Fe3Ni13
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Fe3Ni13
_chemical_formula_sum   'Fe3 Ni13'
_cell_volume   174.45683200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni1  1  0.24983623  0.24983623  0.24900087  1
  Ni  Ni2  1  0.00000000  0.00000000  0.50000000  1
  Ni  Ni3  1  0.24983623  0.24983623  0.75099913  1
  Ni  Ni4  1  0.00000000  0.50000000  0.00000000  1
  Ni  Ni5  1  0.24983623  0.75016377  0.24900087  1
  Fe  Fe6  1  0.00000000  0.50000000  0.50000000  1
  Ni  Ni7  1  0.24983623  0.75016377  0.75099913  1
  Ni  Ni8  1  0.50000000  0.00000000  0.00000000  1
  Ni  Ni9  1  0.75016377  0.24983623  0.24900087  1
  Fe  Fe10  1  0.50000000  0.00000000  0.50000000  1
  Ni  Ni11  1  0.75016377  0.24983623  0.75099913  1
  Ni  Ni12  1  0.50000000  0.50000000  0.00000000  1
  Ni  Ni13  1  0.75016377  0.75016377  0.24900087  1
  Fe  Fe14  1  0.50000000  0.50000000  0.50000000  1
  Ni  Ni15  1  0.75016377  0.75016377  0.75099913  1
" 
94,FeCr20_11,-65.5339588889982, 129.995709058557,FeCr20,"# generated using pymatgen
 data_Cr3Fe13
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr3Fe13
_chemical_formula_sum   'Cr3 Fe13'
_cell_volume   174.45683200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.99859997  0.00098207  0.00192000  1
  Fe  Fe1  1  0.24876138  0.25000000  0.24696730  1
  Fe  Fe2  1  0.99990050  0.00171836  0.49769295  1
  Fe  Fe3  1  0.24867642  0.25000000  0.75324668  1
  Fe  Fe4  1  0.99859997  0.49901793  0.00192000  1
  Fe  Fe5  1  0.24877949  0.75000000  0.24749054  1
  Fe  Fe6  1  0.99990050  0.49828164  0.49769295  1
  Cr  Cr7  1  0.24437938  0.75000000  0.75065033  1
  Fe  Fe8  1  0.50027546  0.00076411  0.00129073  1
  Fe  Fe9  1  0.75222481  0.25000000  0.24662620  1
  Cr  Cr10  1  0.50241495  0.00158938  0.49958932  1
  Fe  Fe11  1  0.75380521  0.25000000  0.75344575  1
  Fe  Fe12  1  0.50027546  0.49923589  0.00129073  1
  Fe  Fe13  1  0.75219501  0.75000000  0.24705376  1
  Cr  Cr14  1  0.50241495  0.49841062  0.49958932  1
  Fe  Fe15  1  0.74879654  0.75000000  0.75353342  1
" 
95,NiCr30_8,-67.6824438893135, 136.723993462889,NiCr30,"# generated using pymatgen
 data_CrNi3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrNi3
_chemical_formula_sum   'Cr4 Ni12'
_cell_volume   174.45683200
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.99862605  0.99861106  0.00118751  1
  Ni  Ni1  1  0.24871154  0.24850604  0.24842835  1
  Ni  Ni2  1  0.99857771  0.99844066  0.49863051  1
  Cr  Cr3  1  0.24859196  0.24884341  0.75141117  1
  Ni  Ni4  1  0.99845561  0.50156997  0.00153304  1
  Ni  Ni5  1  0.24837113  0.75153387  0.24843155  1
  Ni  Ni6  1  0.99856979  0.50148901  0.49860195  1
  Cr  Cr7  1  0.24832488  0.75165364  0.75195211  1
  Ni  Ni8  1  0.50158104  0.99848075  0.00150726  1
  Cr  Cr9  1  0.75180821  0.24814124  0.24828598  1
  Ni  Ni10  1  0.50138797  0.99850916  0.49862677  1
  Ni  Ni11  1  0.75140932  0.24857656  0.75142714  1
  Ni  Ni12  1  0.50150046  0.50143524  0.00144661  1
  Ni  Ni13  1  0.75142876  0.75123553  0.24862103  1
  Cr  Cr14  1  0.50140939  0.50152153  0.49839302  1
  Ni  Ni15  1  0.75124619  0.75145232  0.75151599  1
" 
96,NiCr50_1,-64.527753981087, 121.301305978047,NiCr50,"# generated using pymatgen
 data_CrNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrNi
_chemical_formula_sum   'Cr8 Ni8'
_cell_volume   174.45683200
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.00136459  0.99872125  0.99868262  1
  Cr  Cr1  1  0.25649338  0.24811162  0.25213891  1
  Ni  Ni2  1  0.00161093  0.99804881  0.50170452  1
  Cr  Cr3  1  0.25602223  0.24755869  0.74817612  1
  Cr  Cr4  1  0.00127180  0.50146326  0.99779390  1
  Ni  Ni5  1  0.25343115  0.75096091  0.25177607  1
  Cr  Cr6  1  0.00122456  0.50104782  0.50199093  1
  Ni  Ni7  1  0.25368635  0.75129190  0.74827287  1
  Ni  Ni8  1  0.49823351  0.99856519  0.99917752  1
  Cr  Cr9  1  0.74832143  0.24957943  0.25106368  1
  Ni  Ni10  1  0.49871190  0.99853241  0.50083379  1
  Ni  Ni11  1  0.74561019  0.24849128  0.74821121  1
  Ni  Ni12  1  0.49792232  0.50176819  0.99855176  1
  Cr  Cr13  1  0.74418676  0.75209562  0.25204547  1
  Ni  Ni14  1  0.49840236  0.50147824  0.50130926  1
  Cr  Cr15  1  0.74350654  0.75228539  0.74827135  1
" 
97,NiFe70_4,-69.9297806712879, 204.598202250577,NiFe70,"# generated using pymatgen
 data_Fe11Ni5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Fe11Ni5
_chemical_formula_sum   'Fe11 Ni5'
_cell_volume   174.45683200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.99941822  0.00065412  0.99930063  1
  Fe  Fe1  1  0.25205342  0.25000000  0.25000000  1
  Fe  Fe2  1  0.99913195  0.00072609  0.50075888  1
  Fe  Fe3  1  0.25191197  0.25000000  0.75000000  1
  Fe  Fe4  1  0.99913195  0.49927391  0.99924112  1
  Fe  Fe5  1  0.25125405  0.75000000  0.25000000  1
  Fe  Fe6  1  0.99941822  0.49934588  0.50069937  1
  Ni  Ni7  1  0.24926033  0.75000000  0.75000000  1
  Fe  Fe8  1  0.50086235  0.00098218  0.99913908  1
  Ni  Ni9  1  0.75046089  0.25000000  0.25000000  1
  Ni  Ni10  1  0.49990820  0.99979228  0.50036295  1
  Ni  Ni11  1  0.75037102  0.25000000  0.75000000  1
  Ni  Ni12  1  0.49990820  0.50020772  0.99963705  1
  Fe  Fe13  1  0.74829551  0.75000000  0.25000000  1
  Fe  Fe14  1  0.50086235  0.49901782  0.50086092  1
  Fe  Fe15  1  0.74775138  0.75000000  0.75000000  1
" 
98,FeCr50_13,-64.0450665307118, 178.643726369447,FeCr50,"# generated using pymatgen
 data_CrFe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrFe
_chemical_formula_sum   'Cr8 Fe8'
_cell_volume   174.45683200
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.00021135  0.00071405  0.99827091  1
  Fe  Fe1  1  0.24963670  0.25036330  0.24531189  1
  Cr  Cr2  1  0.00196957  0.00180051  0.50085494  1
  Fe  Fe3  1  0.24839375  0.25160625  0.75487236  1
  Fe  Fe4  1  0.00138190  0.49861810  0.99791573  1
  Cr  Cr5  1  0.24716878  0.74752037  0.24822531  1
  Cr  Cr6  1  0.00202453  0.49797547  0.50106317  1
  Fe  Fe7  1  0.24971575  0.74889152  0.75414654  1
  Cr  Cr8  1  0.49872482  0.00127518  0.99986143  1
  Cr  Cr9  1  0.75247963  0.25283122  0.24822531  1
  Cr  Cr10  1  0.49812140  0.00187860  0.50065103  1
  Fe  Fe11  1  0.75110848  0.25028425  0.75414654  1
  Fe  Fe12  1  0.49928595  0.49978865  0.99827091  1
  Fe  Fe13  1  0.74988960  0.75011040  0.24675232  1
  Cr  Cr14  1  0.49819949  0.49803043  0.50085494  1
  Cr  Cr15  1  0.75168830  0.74831170  0.75057667  1
" 
